Fe,Co,Mn,Al,Ni,B,Hf,Si,Cu,P,Mo,Cr,La,Ti,Sn,V,Ga,Nb,Zr,C,Gd,Y,Ta,DO3,BCC,FCC,HCP,Orthorhombic,hexagonal,Tetragonal,Primitive Cubic,Ms,Hc,Hc_log
68.0,17.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,123.66,160.7464925228143,5.086030248588334
68.0,17.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,122.64,191.7817064257339,5.2615584939907505
64.0,16.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,153.75,156.76761894551692,5.061123184221124
64.0,16.0,10.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,170.65,243.5070629305999,5.499244195739416
64.0,16.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,151.83,287.2746722808711,5.663913748828405
60.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,140.87,177.4577615474633,5.184351943232201
60.0,15.0,15.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,154.5,338.2042540702776,5.8266024453198755
60.0,15.0,15.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,142.31,404.25355545341415,6.004512934058888
77.5,0.0,0.0,0.0,0.0,7.0,0.0,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,171.79,26.6,3.3178157727231046
77.5,0.0,0.0,0.0,0.0,7.0,0.0,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,170.31,1.64,0.9707789171582248
77.5,0.0,0.0,0.0,0.0,7.0,0.0,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,166.23,6.73,2.0451088625993306
77.5,0.0,0.0,0.0,0.0,7.0,0.0,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,166.15,13.02,2.640484881606444
88.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,161.915111583659,12.7451278427989,2.6206844226142527
79.2,0.0,0.0,0.0,8.8,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,136.300854989093,8.73760637574505,2.275995335475584
70.4,0.0,0.0,0.0,17.6,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,123.58637479131,7.17072596100534,2.1005577618405677
61.6,0.0,0.0,0.0,26.4,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,116.092047448264,35.0212494526561,3.5841090268934583
52.4,0.0,0.0,0.0,35.2,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,101.778838919401,41.6444824094253,3.752897896504904
44.0,0.0,0.0,0.0,44.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,96.7782293391247,52.8434199800865,3.986080204494543
35.2,0.0,0.0,0.0,52.8,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,89.8414801254665,21.4294173126082,3.1103733701567062
26.4,0.0,0.0,0.0,61.6,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,73.2576568396254,16.7064943763562,2.8739314862017618
17.6,0.0,0.0,0.0,70.4,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,54.3953368388047,22.2267835774986,3.1453060773378643
78.37,0.0,0.0,0.0,0.0,12.5,0.0,2.5,1.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,186.87918012746,8.32055,2.2322216398318453
76.74,0.0,0.0,0.0,0.0,12.5,0.0,2.5,1.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,179.5344929604,13.3727,2.6653305738820485
75.11,0.0,0.0,0.0,0.0,12.5,0.0,2.5,1.0,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,185.050721054573,12.41038,2.5960290339539944
70.0,12.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,198.402220253081,38.05,3.664842876285695
33.22,33.22,0.0,0.0,33.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0,0,1,1,0,0,0,0,159.71404,176.79599,5.180636769394651
33.0,33.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0,0,0,0,149.4602,434.10251,6.07558165849878
32.79,32.79,0.0,0.0,32.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0,0,1,1,0,0,0,0,144.29434,780.24105,6.660883744984991
32.57,32.57,0.0,0.0,32.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,0.0,0,0,1,1,0,0,0,0,140.6341,954.8419,6.862592522806151
84.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,152.0,1034.50713009731,6.9426465664684365
85.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,168.0,1034.50713009731,6.9426465664684365
29.19,31.21,0.0,5.2,34.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,129.54,58.8873289440012,4.092464945916307
24.99,28.05,0.0,2.98,34.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.765,0.0,0,0,1,1,0,0,0,0,136.53,278.521150410816,5.633077962042761
25.925,28.455,0.0,2.835,32.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19,0.0,0,0,1,1,0,0,0,0,139.25,461.549334966496,6.136753221461448
28.94,30.59,0.0,2.7,27.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.155,0.0,0,0,1,1,0,0,0,0,121.31,103.450713009731,4.648715314305087
31.495,29.99,0.0,2.685,25.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,0.0,0,0,0,1,0,0,0,0,115.78,262.605656101627,5.574454259536341
64.0,16.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,140.64542,221.305823275,5.4040540161961035
63.2,15.8,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,149.62943,201.296856675,5.309736206114279
62.4,15.6,10.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,163.41997,147.3106849,4.999309295773011
61.6,15.4,10.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,186.46872,127.302514075,4.854390866714096
60.8,15.2,10.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,179.64603,125.70221055,4.841839534294073
60.0,15.0,10.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,171.12977,106.602814775,4.6784468070044865
26.9,22.3,0.0,0.0,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,132.2,1392.60625,7.239650090875783
94.2,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,204.01925,1351.21480915,7.209499126489817
73.63,0.0,0.0,14.32,0.0,0.0,0.0,12.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,156.66419,1738.4596143,7.461329777478561
83.95,0.0,0.0,0.0,0.0,0.0,0.0,16.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,178.2091,1247.8102141,7.12994654829974
72.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,102.18,595.10441825,6.390415850125941
22.2222222222222,44.4444444444444,16.6666666666666,16.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,180.595225383642,88.60822,4.495447056844359
21.9780219780219,43.9560439560439,16.4835164835164,16.4835164835164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09890109890109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,178.339099656343,165.93896,5.11762823662003
21.8579234972677,43.7158469945355,16.3934426229508,16.3934426229508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63934426229508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,174.870672153542,199.20637,5.299348684556751
21.7391304347826,43.4782608695652,16.3043478260869,16.3043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,169.088621743753,87.48865,4.48287429520176
21.6216216216216,43.2432432432432,16.2162162162162,16.2162162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,164.655069083925,71.33476,4.281304788180148
21.0526315789473,42.1052631578947,15.7894736842105,15.7894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,155.461816194113,91.5671,4.527933786944454
20.0,40.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,152.914819838198,78.3721,4.37414692111235
77.0,6.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,214.890682757694,88.83,4.497918995241116
32.6,27.7,0.0,7.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0,1,0,0,0,1,0,100.2,78.0,4.3694478524670215
85.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,210.906143705993,5.6,1.8870696490323797
85.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,225.824316650927,5.4,1.8562979903656263
85.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,214.486603763666,4.6,1.7227665977411035
85.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,206.899731099071,4.1,1.62924053973028
84.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,206.639078476263,4.4,1.6863989535702288
84.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,196.434232904802,2.5,1.252762968495368
68.8,4.3,0.0,0.0,12.9,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,181.197444234613,2.0,1.0986122886681098
77.4,0.0,0.0,0.0,8.6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,182.209434236001,2.6,1.2809338454620642
60.2,0.0,0.0,0.0,25.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,143.51212370791,3.3,1.4586150226995167
87.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,207.037166555172,6.7,2.0412203288596382
86.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,204.903029897666,6.8,2.0541237336955462
69.6,17.4,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,212.879732928522,9.3,2.33214389523559
65.25,21.75,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,213.75656214615,10.3,2.424802725718295
60.2,25.8,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,207.434088116264,14.8,2.760009940032921
86.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,203.487623414631,3.5,1.5040773967762742
73.5,0.0,0.0,0.0,0.0,7.0,0.0,15.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,154.05908353474,1.0,0.6931471805599453
83.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,211.199501010736,6.8,2.0541237336955462
83.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,210.370455698407,5.2,1.824549292051046
83.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,211.814559527814,6.3,1.9878743481543455
83.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,209.752799287315,6.6,2.028148247292285
83.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,211.153689958829,7.2,2.1041341542702074
74.3,0.0,0.0,0.0,0.0,6.0,0.0,16.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,142.563393900158,24.0,3.2188758248682006
74.0,0.0,0.0,0.0,0.0,6.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,151.564108856616,24.0,3.2188758248682006
73.0,0.0,0.0,0.0,0.0,6.0,0.0,16.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,128.426015784305,24.0,3.2188758248682006
73.5,0.0,0.0,0.0,0.0,9.0,0.0,13.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,153.421211069627,0.77,0.5709795465857378
74.5,0.0,0.0,0.0,0.0,9.0,0.0,13.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,182.361286073503,0.95,0.6678293725756554
75.5,0.0,0.0,0.0,0.0,9.0,0.0,13.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,199.022129678119,4.5,1.7047480922384253
76.5,0.0,0.0,0.0,0.0,9.0,0.0,13.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,204.553103793602,22.2,3.1441522786722644
75.8,0.0,0.0,0.0,0.0,8.9,0.0,9.3,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,177.551571532988,1.13313,0.7575903846549915
77.8,0.0,0.0,0.0,0.0,8.9,0.0,7.3,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,187.988729489945,3.01774,1.3907195554886838
79.8,0.0,0.0,0.0,0.0,8.9,0.0,5.3,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,194.421419064779,5.05244,1.8004614965219559
82.8,0.0,0.0,0.0,0.0,8.9,0.0,2.3,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,202.345866491934,13.82501,2.696315619419818
